posting_version_id,posting_id,snapshot_id,title,career_label_raw,edu_label_raw,entry_label_raw,entry_label,posted_at,closed_at,dataset_version
pv_demo_devops_15,dp_devops_15,snap_demo_devops_15,게임 라이브 인프라 엔지니어,경력 3~7년,학력 무관,경력 3년 이상,experienced,2025-11-03T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_01,dp_mobile_01,snap_demo_mobile_01,안드로이드 앱 개발자 신입·주니어,신입~3년,학력 무관,신입 지원 가능,entry_junior,2026-03-11T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_02,dp_mobile_02,snap_demo_mobile_02,iOS 개발자 (금융 서비스) 신입·주니어,신입~3년,학력 무관,신입 환영,entry_junior,2026-01-20T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_03,dp_mobile_03,snap_demo_mobile_03,안드로이드 개발자 신입·주니어,경력 무관,학력 무관,신입 가능,entry_junior,2026-02-10T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_04,dp_mobile_04,snap_demo_mobile_04,모바일 클라이언트 개발자 (경력),3년 이상,학사 이상,경력 3년 이상,experienced,2026-04-15T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_05,dp_mobile_05,snap_demo_mobile_05,모바일 SDK 개발자 (iOS),2년 이상,학력 무관,경력,experienced,2026-05-08T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_06,dp_mobile_06,snap_demo_mobile_06,안드로이드 개발자 신입·주니어,신입~2년,학사 이상,신입 지원 가능,entry_junior,2026-01-12T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_07,dp_mobile_07,snap_demo_mobile_07,iOS 개발자 신입·주니어,경력 무관,학사 이상,신입/주니어,entry_junior,2026-02-23T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_08,dp_mobile_08,snap_demo_mobile_08,모바일 앱 개발자 (경력),3년 이상,학사 이상,경력,experienced,2026-05-18T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_09,dp_mobile_09,snap_demo_mobile_09,안드로이드 개발자 (경력),2년 이상,학력 무관,경력,experienced,2026-06-08T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_10,dp_mobile_10,snap_demo_mobile_10,안드로이드 앱 개발자 신입·주니어 (이전 기간 표본),신입~3년,학력 무관,신입 지원 가능,entry_junior,2024-03-18T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_11,dp_mobile_11,snap_demo_mobile_11,안드로이드 개발자 신입·주니어 (이전 기간 표본),신입~3년,학력 무관,신입 지원 가능,entry_junior,2024-07-08T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_12,dp_mobile_12,snap_demo_mobile_12,모바일 SDK 개발자 (iOS) (이전 기간 표본),신입~3년,학력 무관,신입 지원 가능,entry_junior,2024-11-12T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_13,dp_mobile_13,snap_demo_mobile_13,iOS 개발자 (금융 서비스) 신입·주니어 (이전 기간 표본),3년 이상,학력 무관,경력 3년 이상,experienced,2025-03-17T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_14,dp_mobile_14,snap_demo_mobile_14,모바일 앱 개발자 (경력) (이전 기간 표본),3년 이상,학사 이상,경력 3년 이상,experienced,2025-07-07T10:00:00+09:00,\N,ds_demo_v1
pv_demo_mobile_15,dp_mobile_15,snap_demo_mobile_15,모바일 클라이언트 개발자 (경력) (이전 기간 표본),3년 이상,학사 이상,경력 3년 이상,experienced,2025-11-03T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_01,dp_security_01,snap_demo_security_01,정보보안 엔지니어(취약점 진단) 신입·주니어,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2026-02-03T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_02,dp_security_02,snap_demo_security_02,정보보안 담당자(보안관제),경력 4년 이상,학력무관,경력,experienced,2026-04-14T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_03,dp_security_03,snap_demo_security_03,서비스 보안 엔지니어 신입·주니어,신입 또는 3년 이하,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2026-01-13T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_04,dp_security_04,snap_demo_security_04,정보보안 컨설팅·인프라 보안 담당,신입,"대졸 이상(2,3년제 포함)",신입,entry_junior,2026-03-05T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_05,dp_security_05,snap_demo_security_05,게임 서비스 보안 담당,경력 5년 이상,학력무관,경력,experienced,2026-05-19T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_06,dp_security_06,snap_demo_security_06,정보보안 담당자(신입·주니어),신입~2년,학력무관,신입·주니어,entry_junior,2026-06-02T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_07,dp_security_07,snap_demo_security_07,보안 엔지니어(Security Operations),경력 4년 이상,"대졸 이상(2,3년제 포함)",경력,experienced,2026-05-07T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_08,dp_security_08,snap_demo_security_08,정보보안 신입·주니어,신입,"대졸 이상(2,3년제 포함)",신입,entry_junior,2026-04-02T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_09,dp_security_09,snap_demo_security_09,보안 인프라 운영 담당,경력 3년 이상,학력무관,경력,experienced,2026-03-24T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_10,dp_security_10,snap_demo_security_10,서비스 보안 엔지니어,경력 3년 이상,학력무관,경력,experienced,2024-03-12T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_11,dp_security_11,snap_demo_security_11,정보보안 담당자 신입·주니어,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2024-06-18T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_12,dp_security_12,snap_demo_security_12,클라우드 보안관제 엔지니어,경력 3년 이상,학력무관,경력,experienced,2024-10-29T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_13,dp_security_13,snap_demo_security_13,금융 정보보안 신입,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2025-02-11T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_14,dp_security_14,snap_demo_security_14,정보보호 컨설턴트,경력 3년 이상,학력무관,경력,experienced,2025-07-15T10:00:00+09:00,\N,ds_demo_v1
pv_demo_security_15,dp_security_15,snap_demo_security_15,게임 서비스 보안 주니어,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2025-11-18T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_01,dp_game_client_01,snap_demo_game_client_01,MMORPG 클라이언트 개발 (신입·주니어),신입~3년,학력 무관,신입 지원 가능,entry_junior,2026-03-04T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_02,dp_game_client_02,snap_demo_game_client_02,슈팅 게임 클라이언트 개발 신입 채용,신입,대졸 이상,신입,entry_junior,2026-01-12T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_03,dp_game_client_03,snap_demo_game_client_03,캐주얼 게임 클라이언트 개발자 (신입),신입·주니어,학력 무관,신입 가능,entry_junior,2026-02-24T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_04,dp_game_client_04,snap_demo_game_client_04,XR 시뮬레이션 클라이언트 개발 (경력),경력 3년 이상,대졸 이상,경력,experienced,2026-04-08T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_05,dp_game_client_05,snap_demo_game_client_05,리워드 앱 미니게임 클라이언트 개발 (경력),경력 2년 이상,학력 무관,경력,experienced,2026-06-02T10:00:00+09:00,\N,ds_demo_v1
