agent_run_id,analysis_version,agent_name,objective_id,iteration,stop_reason,tokens,cost,started_at,ended_at
run_demo_fullstack_strategy,an_demo_fullstack,strategy,obj_fullstack_strategy,1,slots_filled,0,0.0000,2026-07-01T08:00:00+09:00,2026-07-01T09:00:00+09:00
run_demo_fullstack_roadmap,an_demo_fullstack,roadmap,obj_fullstack_roadmap,1,slots_filled,0,0.0000,2026-07-01T08:00:00+09:00,2026-07-01T09:00:00+09:00
run_demo_fullstack_aggregation,an_demo_fullstack,aggregation,obj_fullstack_aggregation,1,no_new_evidence,0,0.0000,2026-07-01T08:00:00+09:00,2026-07-01T09:00:00+09:00
run_demo_devops_stats,an_demo_devops,stats,obj_devops_statistics,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_devops_knowledge,an_demo_devops,knowledge,obj_devops_knowledge,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_devops_interpretation,an_demo_devops,interpretation,obj_devops_interpretation,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_devops_strategy,an_demo_devops,strategy,obj_devops_strategy,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_devops_roadmap,an_demo_devops,roadmap,obj_devops_roadmap,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_devops_aggregation,an_demo_devops,aggregation,obj_devops_aggregation,1,no_new_evidence,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_mobile_stats,an_demo_mobile,stats,obj_mobile_statistics,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_mobile_knowledge,an_demo_mobile,knowledge,obj_mobile_knowledge,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_mobile_interpretation,an_demo_mobile,interpretation,obj_mobile_interpretation,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_mobile_strategy,an_demo_mobile,strategy,obj_mobile_strategy,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_mobile_roadmap,an_demo_mobile,roadmap,obj_mobile_roadmap,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_mobile_aggregation,an_demo_mobile,aggregation,obj_mobile_aggregation,1,no_new_evidence,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_security_stats,an_demo_security,stats,obj_security_statistics,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_security_knowledge,an_demo_security,knowledge,obj_security_knowledge,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_security_interpretation,an_demo_security,interpretation,obj_security_interpretation,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_security_strategy,an_demo_security,strategy,obj_security_strategy,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_security_roadmap,an_demo_security,roadmap,obj_security_roadmap,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_security_aggregation,an_demo_security,aggregation,obj_security_aggregation,1,no_new_evidence,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_game_client_stats,an_demo_game_client,stats,obj_game_client_statistics,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_game_client_knowledge,an_demo_game_client,knowledge,obj_game_client_knowledge,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_game_client_interpretation,an_demo_game_client,interpretation,obj_game_client_interpretation,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_game_client_strategy,an_demo_game_client,strategy,obj_game_client_strategy,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_game_client_roadmap,an_demo_game_client,roadmap,obj_game_client_roadmap,1,slots_filled,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
run_demo_game_client_aggregation,an_demo_game_client,aggregation,obj_game_client_aggregation,1,no_new_evidence,0,0.0000,2026-07-27T09:00:00+09:00,2026-07-27T09:00:00+09:00
