roadmap_item_id,concept_id,fill_kind
ri_demo_backend_si_enterprise_2,cc_backend_incident-recovery,normal
ri_demo_backend_si_enterprise_3,cc_backend_rdb-schema,dev
ri_demo_backend_si_enterprise_3,cc_backend_performance,normal
ri_demo_backend_si_enterprise_3,cc_backend_test-habit,normal
ri_demo_backend_si_enterprise_4,cc_backend_collab-story,normal
ri_demo_backend_si_enterprise_4,cc_backend_docs-habit,dev
ri_demo_backend_game_1,cc_backend_performance,dev
ri_demo_backend_game_1,cc_backend_crud-api,normal
ri_demo_backend_game_1,cc_backend_rdb-schema,normal
ri_demo_backend_game_2,cc_backend_event-pipeline,dev
ri_demo_backend_game_2,cc_backend_error-handling,normal
ri_demo_backend_game_2,cc_backend_incident-recovery,normal
ri_demo_backend_game_3,cc_backend_tx-integrity,dev
ri_demo_backend_game_3,cc_backend_performance,dev
ri_demo_backend_game_3,cc_backend_test-habit,normal
ri_demo_backend_game_4,cc_backend_collab-story,normal
ri_demo_backend_game_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_01_1,cc_backend_tx-integrity,dev
ri_demo_backend_dp_backend_01_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_01_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_01_2,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_01_2,cc_backend_incident-recovery,dev
ri_demo_backend_dp_backend_01_3,cc_backend_domain-study,dev
ri_demo_backend_dp_backend_01_3,cc_backend_performance,normal
ri_demo_backend_dp_backend_01_3,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_01_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_01_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_02_1,cc_backend_performance,dev
ri_demo_backend_dp_backend_02_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_02_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_02_2,cc_backend_deploy-pipeline,dev
ri_demo_backend_dp_backend_02_2,cc_backend_performance,dev
ri_demo_backend_dp_backend_02_2,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_02_3,cc_backend_event-pipeline,dev
ri_demo_backend_dp_backend_02_3,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_02_3,cc_backend_incident-recovery,normal
ri_demo_backend_dp_backend_02_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_02_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_03_1,cc_backend_crud-api,dev
ri_demo_backend_dp_backend_03_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_03_2,cc_backend_test-habit,dev
ri_demo_backend_dp_backend_03_2,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_03_2,cc_backend_incident-recovery,normal
ri_demo_backend_dp_backend_03_3,cc_backend_docs-habit,dev
ri_demo_backend_dp_backend_03_3,cc_backend_performance,normal
ri_demo_backend_dp_backend_03_3,cc_backend_test-habit,dev
ri_demo_backend_dp_backend_03_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_03_4,cc_backend_docs-habit,dev
ri_demo_backend_dp_backend_04_1,cc_backend_deploy-pipeline,dev
ri_demo_backend_dp_backend_04_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_04_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_04_2,cc_backend_tx-integrity,dev
ri_demo_backend_dp_backend_04_2,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_04_2,cc_backend_incident-recovery,dev
ri_demo_backend_dp_backend_04_3,cc_backend_incident-recovery,dev
ri_demo_backend_dp_backend_04_3,cc_backend_performance,normal
ri_demo_backend_dp_backend_04_3,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_04_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_04_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_05_1,cc_backend_performance,dev
ri_demo_backend_dp_backend_05_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_05_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_05_2,cc_backend_tx-integrity,dev
ri_demo_backend_dp_backend_05_2,cc_backend_performance,dev
ri_demo_backend_dp_backend_05_2,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_05_3,cc_backend_event-pipeline,dev
ri_demo_backend_dp_backend_05_3,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_05_3,cc_backend_incident-recovery,normal
ri_demo_backend_dp_backend_05_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_05_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_06_1,cc_backend_docs-habit,dev
ri_demo_backend_dp_backend_06_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_06_1,cc_backend_rdb-schema,dev
ri_demo_backend_dp_backend_06_2,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_06_2,cc_backend_docs-habit,dev
ri_demo_backend_dp_backend_06_3,cc_backend_deploy-pipeline,dev
ri_demo_backend_dp_backend_06_3,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_06_3,cc_backend_incident-recovery,normal
ri_demo_backend_dp_backend_06_4,cc_backend_rdb-schema,dev
ri_demo_backend_dp_backend_06_4,cc_backend_performance,normal
ri_demo_backend_dp_backend_06_4,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_07_1,cc_backend_tx-integrity,dev
ri_demo_backend_dp_backend_07_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_07_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_07_2,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_07_2,cc_backend_incident-recovery,dev
ri_demo_backend_dp_backend_07_3,cc_backend_domain-study,dev
ri_demo_backend_dp_backend_07_3,cc_backend_performance,normal
ri_demo_backend_dp_backend_07_3,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_07_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_07_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_08_1,cc_backend_performance,dev
ri_demo_backend_dp_backend_08_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_08_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_08_2,cc_backend_deploy-pipeline,dev
ri_demo_backend_dp_backend_08_2,cc_backend_performance,dev
ri_demo_backend_dp_backend_08_2,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_08_3,cc_backend_event-pipeline,dev
ri_demo_backend_dp_backend_08_3,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_08_3,cc_backend_incident-recovery,normal
ri_demo_backend_dp_backend_08_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_08_4,cc_backend_docs-habit,normal
ri_demo_backend_dp_backend_09_1,cc_backend_deploy-pipeline,dev
ri_demo_backend_dp_backend_09_1,cc_backend_crud-api,normal
ri_demo_backend_dp_backend_09_1,cc_backend_rdb-schema,normal
ri_demo_backend_dp_backend_09_2,cc_backend_tx-integrity,dev
ri_demo_backend_dp_backend_09_2,cc_backend_error-handling,normal
ri_demo_backend_dp_backend_09_2,cc_backend_incident-recovery,dev
ri_demo_backend_dp_backend_09_3,cc_backend_incident-recovery,dev
ri_demo_backend_dp_backend_09_3,cc_backend_performance,normal
ri_demo_backend_dp_backend_09_3,cc_backend_test-habit,normal
ri_demo_backend_dp_backend_09_4,cc_backend_collab-story,normal
ri_demo_backend_dp_backend_09_4,cc_backend_docs-habit,normal
ri_demo_frontend_overall_1,cc_frontend_spa-project,normal
ri_demo_frontend_overall_1,cc_frontend_ts-typing,normal
ri_demo_frontend_overall_2,cc_frontend_state-design,normal
ri_demo_frontend_overall_2,cc_frontend_css-system,normal
ri_demo_frontend_overall_3,cc_frontend_perf-budget,normal
ri_demo_frontend_overall_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_overall_4,cc_frontend_collab-story,normal
ri_demo_frontend_overall_4,cc_frontend_release-story,normal
ri_demo_frontend_bigtech_platform_1,cc_frontend_perf-budget,dev
ri_demo_frontend_bigtech_platform_1,cc_frontend_spa-project,normal
ri_demo_frontend_bigtech_platform_1,cc_frontend_ts-typing,normal
ri_demo_frontend_bigtech_platform_2,cc_frontend_state-design,dev
ri_demo_frontend_bigtech_platform_2,cc_frontend_css-system,normal
ri_demo_frontend_bigtech_platform_3,cc_frontend_test-habit,dev
ri_demo_frontend_bigtech_platform_3,cc_frontend_perf-budget,dev
ri_demo_frontend_bigtech_platform_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_bigtech_platform_4,cc_frontend_collab-story,normal
ri_demo_frontend_bigtech_platform_4,cc_frontend_release-story,normal
ri_demo_frontend_startup_1,cc_frontend_build-tuning,dev
ri_demo_frontend_startup_1,cc_frontend_spa-project,normal
ri_demo_frontend_startup_1,cc_frontend_ts-typing,normal
ri_demo_frontend_startup_2,cc_frontend_state-design,normal
ri_demo_frontend_startup_2,cc_frontend_css-system,dev
ri_demo_frontend_startup_3,cc_frontend_perf-budget,normal
ri_demo_frontend_startup_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_startup_4,cc_frontend_collab-story,normal
ri_demo_frontend_startup_4,cc_frontend_release-story,normal
ri_demo_frontend_b2b_saas_1,cc_frontend_state-design,dev
ri_demo_frontend_b2b_saas_1,cc_frontend_spa-project,normal
ri_demo_frontend_b2b_saas_1,cc_frontend_ts-typing,normal
ri_demo_frontend_b2b_saas_2,cc_frontend_test-habit,dev
ri_demo_frontend_b2b_saas_2,cc_frontend_state-design,dev
ri_demo_frontend_b2b_saas_2,cc_frontend_css-system,normal
ri_demo_frontend_b2b_saas_3,cc_frontend_build-tuning,dev
ri_demo_frontend_b2b_saas_3,cc_frontend_perf-budget,normal
ri_demo_frontend_b2b_saas_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_b2b_saas_4,cc_frontend_collab-story,normal
ri_demo_frontend_b2b_saas_4,cc_frontend_release-story,normal
ri_demo_frontend_fintech_finance_1,cc_frontend_state-design,dev
ri_demo_frontend_fintech_finance_1,cc_frontend_spa-project,normal
ri_demo_frontend_fintech_finance_1,cc_frontend_ts-typing,normal
ri_demo_frontend_fintech_finance_2,cc_frontend_test-habit,dev
ri_demo_frontend_fintech_finance_2,cc_frontend_state-design,dev
ri_demo_frontend_fintech_finance_2,cc_frontend_css-system,normal
ri_demo_frontend_fintech_finance_3,cc_frontend_perf-budget,normal
ri_demo_frontend_fintech_finance_3,cc_frontend_a11y-audit,dev
ri_demo_frontend_fintech_finance_4,cc_frontend_collab-story,normal
ri_demo_frontend_fintech_finance_4,cc_frontend_release-story,normal
ri_demo_frontend_si_enterprise_1,cc_frontend_a11y-audit,dev
ri_demo_frontend_si_enterprise_1,cc_frontend_spa-project,normal
ri_demo_frontend_si_enterprise_1,cc_frontend_ts-typing,normal
ri_demo_frontend_si_enterprise_2,cc_frontend_state-design,normal
ri_demo_frontend_si_enterprise_2,cc_frontend_css-system,dev
ri_demo_frontend_si_enterprise_3,cc_frontend_perf-budget,normal
ri_demo_frontend_si_enterprise_3,cc_frontend_a11y-audit,dev
ri_demo_frontend_si_enterprise_4,cc_frontend_collab-story,normal
ri_demo_frontend_si_enterprise_4,cc_frontend_release-story,normal
ri_demo_frontend_game_1,cc_frontend_perf-budget,dev
ri_demo_frontend_game_1,cc_frontend_spa-project,normal
ri_demo_frontend_game_1,cc_frontend_ts-typing,normal
ri_demo_frontend_game_2,cc_frontend_state-design,dev
ri_demo_frontend_game_2,cc_frontend_css-system,normal
ri_demo_frontend_game_3,cc_frontend_perf-budget,dev
ri_demo_frontend_game_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_game_4,cc_frontend_collab-story,normal
ri_demo_frontend_game_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_01_1,cc_frontend_perf-budget,dev
ri_demo_frontend_dp_frontend_01_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_01_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_01_2,cc_frontend_test-habit,dev
ri_demo_frontend_dp_frontend_01_2,cc_frontend_perf-budget,dev
ri_demo_frontend_dp_frontend_01_2,cc_frontend_a11y-audit,normal
ri_demo_frontend_dp_frontend_01_3,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_01_3,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_01_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_01_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_02_1,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_02_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_02_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_02_2,cc_frontend_test-habit,dev
ri_demo_frontend_dp_frontend_02_2,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_02_2,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_02_3,cc_frontend_perf-budget,normal
ri_demo_frontend_dp_frontend_02_3,cc_frontend_a11y-audit,dev
ri_demo_frontend_dp_frontend_02_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_02_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_03_1,cc_frontend_build-tuning,dev
ri_demo_frontend_dp_frontend_03_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_03_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_03_2,cc_frontend_state-design,normal
ri_demo_frontend_dp_frontend_03_2,cc_frontend_css-system,dev
ri_demo_frontend_dp_frontend_03_3,cc_frontend_perf-budget,normal
ri_demo_frontend_dp_frontend_03_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_dp_frontend_03_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_03_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_04_1,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_04_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_04_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_04_2,cc_frontend_test-habit,dev
ri_demo_frontend_dp_frontend_04_2,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_04_2,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_04_3,cc_frontend_build-tuning,dev
ri_demo_frontend_dp_frontend_04_3,cc_frontend_perf-budget,normal
ri_demo_frontend_dp_frontend_04_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_dp_frontend_04_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_04_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_05_1,cc_frontend_a11y-audit,dev
ri_demo_frontend_dp_frontend_05_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_05_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_05_2,cc_frontend_perf-budget,normal
ri_demo_frontend_dp_frontend_05_2,cc_frontend_a11y-audit,dev
ri_demo_frontend_dp_frontend_05_3,cc_frontend_state-design,normal
ri_demo_frontend_dp_frontend_05_3,cc_frontend_css-system,dev
ri_demo_frontend_dp_frontend_05_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_05_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_06_1,cc_frontend_perf-budget,dev
ri_demo_frontend_dp_frontend_06_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_06_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_06_2,cc_frontend_test-habit,dev
ri_demo_frontend_dp_frontend_06_2,cc_frontend_perf-budget,dev
ri_demo_frontend_dp_frontend_06_2,cc_frontend_a11y-audit,normal
ri_demo_frontend_dp_frontend_06_3,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_06_3,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_06_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_06_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_07_1,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_07_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_07_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_07_2,cc_frontend_test-habit,dev
ri_demo_frontend_dp_frontend_07_2,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_07_2,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_07_3,cc_frontend_perf-budget,normal
ri_demo_frontend_dp_frontend_07_3,cc_frontend_a11y-audit,dev
ri_demo_frontend_dp_frontend_07_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_07_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_08_1,cc_frontend_perf-budget,dev
ri_demo_frontend_dp_frontend_08_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_08_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_08_2,cc_frontend_perf-budget,dev
ri_demo_frontend_dp_frontend_08_2,cc_frontend_a11y-audit,normal
ri_demo_frontend_dp_frontend_08_3,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_08_3,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_08_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_08_4,cc_frontend_release-story,normal
ri_demo_frontend_dp_frontend_09_1,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_09_1,cc_frontend_spa-project,normal
ri_demo_frontend_dp_frontend_09_1,cc_frontend_ts-typing,normal
ri_demo_frontend_dp_frontend_09_2,cc_frontend_test-habit,dev
ri_demo_frontend_dp_frontend_09_2,cc_frontend_state-design,dev
ri_demo_frontend_dp_frontend_09_2,cc_frontend_css-system,normal
ri_demo_frontend_dp_frontend_09_3,cc_frontend_build-tuning,dev
ri_demo_frontend_dp_frontend_09_3,cc_frontend_perf-budget,normal
ri_demo_frontend_dp_frontend_09_3,cc_frontend_a11y-audit,normal
ri_demo_frontend_dp_frontend_09_4,cc_frontend_collab-story,normal
ri_demo_frontend_dp_frontend_09_4,cc_frontend_release-story,normal
ri_demo_ai_engineer_overall_1,cc_ai_engineer_python-data,normal
ri_demo_ai_engineer_overall_1,cc_ai_engineer_dl-training,normal
ri_demo_ai_engineer_overall_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_overall_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_overall_3,cc_ai_engineer_serving-api,normal
ri_demo_ai_engineer_overall_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_overall_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_overall_4,cc_ai_engineer_rag-quality,normal
ri_demo_ai_engineer_bigtech_platform_1,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_bigtech_platform_1,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_bigtech_platform_2,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_bigtech_platform_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_bigtech_platform_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_bigtech_platform_3,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_bigtech_platform_3,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_bigtech_platform_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_bigtech_platform_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_bigtech_platform_4,cc_ai_engineer_rag-quality,normal
ri_demo_ai_engineer_startup_1,cc_ai_engineer_rag-quality,dev
ri_demo_ai_engineer_startup_1,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_startup_1,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_startup_2,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_startup_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_startup_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_startup_3,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_startup_3,cc_ai_engineer_serving-api,normal
ri_demo_ai_engineer_startup_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_startup_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_startup_4,cc_ai_engineer_rag-quality,dev
ri_demo_ai_engineer_b2b_saas_1,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_b2b_saas_1,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_b2b_saas_1,cc_ai_engineer_dl-training,normal
ri_demo_ai_engineer_b2b_saas_2,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_b2b_saas_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_b2b_saas_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_b2b_saas_3,cc_ai_engineer_rag-quality,dev
ri_demo_ai_engineer_b2b_saas_3,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_b2b_saas_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_b2b_saas_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_b2b_saas_4,cc_ai_engineer_rag-quality,dev
ri_demo_ai_engineer_fintech_finance_1,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_fintech_finance_1,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_fintech_finance_2,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_fintech_finance_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_fintech_finance_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_fintech_finance_3,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_fintech_finance_3,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_fintech_finance_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_fintech_finance_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_fintech_finance_4,cc_ai_engineer_rag-quality,normal
ri_demo_ai_engineer_si_enterprise_1,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_si_enterprise_1,cc_ai_engineer_dl-training,normal
ri_demo_ai_engineer_si_enterprise_2,cc_ai_engineer_ml-basics,dev
ri_demo_ai_engineer_si_enterprise_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_si_enterprise_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_si_enterprise_3,cc_ai_engineer_serving-api,normal
ri_demo_ai_engineer_si_enterprise_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_si_enterprise_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_si_enterprise_4,cc_ai_engineer_rag-quality,normal
ri_demo_ai_engineer_game_1,cc_ai_engineer_python-data,normal
ri_demo_ai_engineer_game_1,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_game_2,cc_ai_engineer_infra-cost,dev
ri_demo_ai_engineer_game_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_game_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_game_3,cc_ai_engineer_rag-quality,dev
ri_demo_ai_engineer_game_3,cc_ai_engineer_serving-api,normal
ri_demo_ai_engineer_game_3,cc_ai_engineer_infra-cost,dev
ri_demo_ai_engineer_game_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_game_4,cc_ai_engineer_rag-quality,dev
ri_demo_ai_engineer_dp_ai_engineer_01_1,cc_ai_engineer_python-data,dev
ri_demo_ai_engineer_dp_ai_engineer_01_1,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_dp_ai_engineer_01_2,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_dp_ai_engineer_01_2,cc_ai_engineer_eval-harness,normal
ri_demo_ai_engineer_dp_ai_engineer_01_2,cc_ai_engineer_exp-repro,normal
ri_demo_ai_engineer_dp_ai_engineer_01_3,cc_ai_engineer_dl-training,dev
ri_demo_ai_engineer_dp_ai_engineer_01_3,cc_ai_engineer_serving-api,dev
ri_demo_ai_engineer_dp_ai_engineer_01_3,cc_ai_engineer_infra-cost,normal
ri_demo_ai_engineer_dp_ai_engineer_01_4,cc_ai_engineer_git-collab,normal
ri_demo_ai_engineer_dp_ai_engineer_01_4,cc_ai_engineer_rag-quality,normal
