posting_id,source_id,company_id,job_role_id,first_posted_at
dp_ai_engineer_01,src_demo_ai_engineer_01,co_naver,ai_engineer,2026-03-10T10:00:00+09:00
dp_ai_engineer_02,src_demo_ai_engineer_02,co_upstage,ai_engineer,2026-01-19T10:00:00+09:00
dp_ai_engineer_03,src_demo_ai_engineer_03,co_navercloud,ai_engineer,2026-02-24T10:00:00+09:00
dp_ai_engineer_04,src_demo_ai_engineer_04,co_kakaobank,ai_engineer,2026-05-12T10:00:00+09:00
dp_ai_engineer_05,src_demo_ai_engineer_05,co_ncsoft,ai_engineer,2026-06-09T10:00:00+09:00
dp_ai_engineer_06,src_demo_ai_engineer_06,co_kakao,ai_engineer,2026-02-18T10:00:00+09:00
dp_ai_engineer_07,src_demo_ai_engineer_07,co_wantedlab,ai_engineer,2026-04-08T10:00:00+09:00
dp_ai_engineer_08,src_demo_ai_engineer_08,co_samsungsds,ai_engineer,2026-05-26T10:00:00+09:00
dp_ai_engineer_09,src_demo_ai_engineer_09,co_sendbird,ai_engineer,2026-06-23T10:00:00+09:00
dp_ai_engineer_10,src_demo_ai_engineer_10,co_coupang,ai_engineer,2025-08-19T10:00:00+09:00
dp_ai_engineer_11,src_demo_ai_engineer_11,co_daangn,ai_engineer,2025-06-10T10:00:00+09:00
dp_ai_engineer_12,src_demo_ai_engineer_12,co_channelcorp,ai_engineer,2025-10-14T10:00:00+09:00
dp_ai_engineer_13,src_demo_ai_engineer_13,co_viva,ai_engineer,2024-09-03T10:00:00+09:00
dp_ai_engineer_14,src_demo_ai_engineer_14,co_lgcns,ai_engineer,2024-05-21T10:00:00+09:00
dp_ai_engineer_15,src_demo_ai_engineer_15,co_krafton,ai_engineer,2025-03-25T10:00:00+09:00
dp_data_engineer_01,src_demo_data_engineer_01,co_coupang,data_engineer,2026-03-10T10:00:00+09:00
dp_data_engineer_02,src_demo_data_engineer_02,co_viva,data_engineer,2026-02-09T10:00:00+09:00
dp_data_engineer_03,src_demo_data_engineer_03,co_navercloud,data_engineer,2026-01-20T10:00:00+09:00
dp_data_engineer_04,src_demo_data_engineer_04,co_upstage,data_engineer,2026-05-18T10:00:00+09:00
dp_data_engineer_05,src_demo_data_engineer_05,co_samsungsds,data_engineer,2026-04-06T10:00:00+09:00
dp_data_engineer_06,src_demo_data_engineer_06,co_kurly,data_engineer,2026-03-12T10:00:00+09:00
dp_data_engineer_07,src_demo_data_engineer_07,co_kakaopay,data_engineer,2026-05-20T10:00:00+09:00
dp_data_engineer_08,src_demo_data_engineer_08,co_neople,data_engineer,2026-06-08T10:00:00+09:00
dp_data_engineer_09,src_demo_data_engineer_09,co_channelcorp,data_engineer,2026-02-25T10:00:00+09:00
dp_data_engineer_10,src_demo_data_engineer_10,co_upstage,data_engineer,2024-03-18T10:00:00+09:00
dp_data_engineer_11,src_demo_data_engineer_11,co_coupang,data_engineer,2024-07-22T10:00:00+09:00
dp_data_engineer_12,src_demo_data_engineer_12,co_navercloud,data_engineer,2024-11-11T10:00:00+09:00
dp_data_engineer_13,src_demo_data_engineer_13,co_viva,data_engineer,2025-03-24T10:00:00+09:00
dp_data_engineer_14,src_demo_data_engineer_14,co_samsungsds,data_engineer,2025-07-14T10:00:00+09:00
dp_data_engineer_15,src_demo_data_engineer_15,co_neople,data_engineer,2025-11-17T10:00:00+09:00
dp_fullstack_01,src_demo_fullstack_01,co_wantedlab,fullstack,2026-02-10T09:00:00+09:00
dp_fullstack_02,src_demo_fullstack_02,co_musinsa,fullstack,2026-01-20T09:00:00+09:00
dp_fullstack_03,src_demo_fullstack_03,co_channelcorp,fullstack,2026-04-14T09:00:00+09:00
dp_fullstack_04,src_demo_fullstack_04,co_kakaobank,fullstack,2026-03-11T09:00:00+09:00
dp_fullstack_05,src_demo_fullstack_05,co_samsungsds,fullstack,2026-05-08T09:00:00+09:00
dp_fullstack_06,src_demo_fullstack_06,co_smilegate,fullstack,2026-06-02T09:00:00+09:00
dp_fullstack_07,src_demo_fullstack_07,co_daangn,fullstack,2026-01-15T09:00:00+09:00
dp_fullstack_08,src_demo_fullstack_08,co_navercloud,fullstack,2026-03-04T09:00:00+09:00
dp_fullstack_09,src_demo_fullstack_09,co_kakaomobility,fullstack,2026-05-20T09:00:00+09:00
dp_fullstack_10,src_demo_fullstack_10,co_wantedlab,fullstack,2024-03-18T09:00:00+09:00
dp_fullstack_11,src_demo_fullstack_11,co_musinsa,fullstack,2024-07-08T09:00:00+09:00
dp_fullstack_12,src_demo_fullstack_12,co_channelcorp,fullstack,2024-11-12T09:00:00+09:00
dp_fullstack_13,src_demo_fullstack_13,co_kakaobank,fullstack,2025-03-17T09:00:00+09:00
dp_fullstack_14,src_demo_fullstack_14,co_samsungsds,fullstack,2025-07-07T09:00:00+09:00
dp_fullstack_15,src_demo_fullstack_15,co_smilegate,fullstack,2025-11-03T09:00:00+09:00
dp_devops_01,src_demo_devops_01,co_navercloud,devops,2026-03-10T10:00:00+09:00
dp_devops_02,src_demo_devops_02,co_viva,devops,2026-01-15T10:00:00+09:00
dp_devops_03,src_demo_devops_03,co_kakao,devops,2026-02-11T10:00:00+09:00
dp_devops_04,src_demo_devops_04,co_krafton,devops,2026-04-20T10:00:00+09:00
dp_devops_05,src_demo_devops_05,co_upstage,devops,2026-06-02T10:00:00+09:00
dp_devops_06,src_demo_devops_06,co_samsungsds,devops,2026-04-10T10:00:00+09:00
dp_devops_07,src_demo_devops_07,co_kurly,devops,2026-02-18T10:00:00+09:00
dp_devops_08,src_demo_devops_08,co_kakaopay,devops,2026-05-02T10:00:00+09:00
dp_devops_09,src_demo_devops_09,co_qmit,devops,2026-06-15T10:00:00+09:00
dp_devops_10,src_demo_devops_10,co_musinsa,devops,2024-03-18T10:00:00+09:00
dp_devops_11,src_demo_devops_11,co_wantedlab,devops,2024-07-08T10:00:00+09:00
dp_devops_12,src_demo_devops_12,co_channelcorp,devops,2024-11-12T10:00:00+09:00
dp_devops_13,src_demo_devops_13,co_kakaobank,devops,2025-03-17T10:00:00+09:00
dp_devops_14,src_demo_devops_14,co_samsungsds,devops,2025-07-07T10:00:00+09:00
dp_devops_15,src_demo_devops_15,co_smilegate,devops,2025-11-03T10:00:00+09:00
dp_mobile_01,src_demo_mobile_01,co_kakao,mobile,2026-03-11T10:00:00+09:00
dp_mobile_02,src_demo_mobile_02,co_viva,mobile,2026-01-20T10:00:00+09:00
dp_mobile_03,src_demo_mobile_03,co_daangn,mobile,2026-02-10T10:00:00+09:00
dp_mobile_04,src_demo_mobile_04,co_ncsoft,mobile,2026-04-15T10:00:00+09:00
dp_mobile_05,src_demo_mobile_05,co_sendbird,mobile,2026-05-08T10:00:00+09:00
dp_mobile_06,src_demo_mobile_06,co_lineplus,mobile,2026-01-12T10:00:00+09:00
dp_mobile_07,src_demo_mobile_07,co_kakaobank,mobile,2026-02-23T10:00:00+09:00
dp_mobile_08,src_demo_mobile_08,co_samsungsds,mobile,2026-05-18T10:00:00+09:00
dp_mobile_09,src_demo_mobile_09,co_bucketplace,mobile,2026-06-08T10:00:00+09:00
dp_mobile_10,src_demo_mobile_10,co_kakao,mobile,2024-03-18T10:00:00+09:00
dp_mobile_11,src_demo_mobile_11,co_daangn,mobile,2024-07-08T10:00:00+09:00
dp_mobile_12,src_demo_mobile_12,co_sendbird,mobile,2024-11-12T10:00:00+09:00
dp_mobile_13,src_demo_mobile_13,co_viva,mobile,2025-03-17T10:00:00+09:00
dp_mobile_14,src_demo_mobile_14,co_samsungsds,mobile,2025-07-07T10:00:00+09:00
dp_mobile_15,src_demo_mobile_15,co_ncsoft,mobile,2025-11-03T10:00:00+09:00
dp_security_01,src_demo_security_01,co_estsecurity,security,2026-02-03T10:00:00+09:00
dp_security_02,src_demo_security_02,co_kakaobank,security,2026-04-14T10:00:00+09:00
dp_security_03,src_demo_security_03,co_naver,security,2026-01-13T10:00:00+09:00
dp_security_04,src_demo_security_04,co_samsungsds,security,2026-03-05T10:00:00+09:00
dp_security_05,src_demo_security_05,co_ncsoft,security,2026-05-19T10:00:00+09:00
dp_security_06,src_demo_security_06,co_wantedlab,security,2026-06-02T10:00:00+09:00
dp_security_07,src_demo_security_07,co_coupang,security,2026-05-07T10:00:00+09:00
dp_security_08,src_demo_security_08,co_viva,security,2026-04-02T10:00:00+09:00
dp_security_09,src_demo_security_09,co_skcnc,security,2026-03-24T10:00:00+09:00
dp_security_10,src_demo_security_10,co_kakao,security,2024-03-12T10:00:00+09:00
dp_security_11,src_demo_security_11,co_upstage,security,2024-06-18T10:00:00+09:00
dp_security_12,src_demo_security_12,co_navercloud,security,2024-10-29T10:00:00+09:00
dp_security_13,src_demo_security_13,co_kbank,security,2025-02-11T10:00:00+09:00
dp_security_14,src_demo_security_14,co_lgcns,security,2025-07-15T10:00:00+09:00
dp_security_15,src_demo_security_15,co_krafton,security,2025-11-18T10:00:00+09:00
dp_game_client_01,src_demo_game_client_01,co_ncsoft,game_client,2026-03-04T10:00:00+09:00
dp_game_client_02,src_demo_game_client_02,co_krafton,game_client,2026-01-12T10:00:00+09:00
dp_game_client_03,src_demo_game_client_03,co_kakao,game_client,2026-02-24T10:00:00+09:00
dp_game_client_04,src_demo_game_client_04,co_samsungsds,game_client,2026-04-08T10:00:00+09:00
dp_game_client_05,src_demo_game_client_05,co_nudgehealthcare,game_client,2026-06-02T10:00:00+09:00
dp_game_client_06,src_demo_game_client_06,co_channelcorp,game_client,2026-05-14T10:00:00+09:00
dp_game_client_07,src_demo_game_client_07,co_kakaopay,game_client,2026-04-21T10:00:00+09:00
dp_game_client_08,src_demo_game_client_08,co_navercloud,game_client,2026-03-17T10:00:00+09:00
dp_game_client_09,src_demo_game_client_09,co_kakaobank,game_client,2026-02-05T10:00:00+09:00
dp_game_client_10,src_demo_game_client_10,co_kakao,game_client,2024-03-12T10:00:00+09:00
dp_game_client_11,src_demo_game_client_11,co_wantedlab,game_client,2024-06-18T10:00:00+09:00
dp_game_client_12,src_demo_game_client_12,co_sendbird,game_client,2024-10-29T10:00:00+09:00
dp_game_client_13,src_demo_game_client_13,co_kbank,game_client,2025-02-11T10:00:00+09:00
dp_game_client_14,src_demo_game_client_14,co_lgcns,game_client,2025-07-15T10:00:00+09:00
dp_game_client_15,src_demo_game_client_15,co_smilegate,game_client,2025-11-18T10:00:00+09:00
