chunk_id,snapshot_id,section,ordinal,text,context,embedding_text,token_count,dataset_version
chunk_demo_backend_05_2,snap_demo_backend_05,자격요건,1,"Java·Spring 기반 서버 개발 경험이 있으신 분
대규모 동시 접속 환경의 성능 문제를 해결해 보신 분
메시지 큐를 이용한 비동기 처리 경험이 있으신 분
데이터 정합성을 지키는 설계를 해 보신 분
관계형 데이터베이스 튜닝 경험이 있으신 분","{""source_id"": ""src_demo_backend_05"", ""source_type"": ""job_posting"", ""publisher"": ""크래프톤"", ""company_id"": ""co_krafton"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","크래프톤 · job_posting · 자격요건
Java·Spring 기반 서버 개발 경험이 있으신 분
대규모 동시 접속 환경의 성능 문제를 해결해 보신 분
메시지 큐를 이용한 비동기 처리 경험이 있으신 분
데이터 정합성을 지키는 설계를 해 보신 분
관계형 데이터베이스 튜닝 경험이 있으신 분",62,ds_demo_v1
chunk_demo_backend_05_3,snap_demo_backend_05,우대사항,2,"AWS 등 클라우드에서 서비스를 운영해 보신 분
장애 대응 프로세스를 정리해 보신 분
게임 도메인에 관심이 있으신 분
코드리뷰 문화를 이끌어 보신 분","{""source_id"": ""src_demo_backend_05"", ""source_type"": ""job_posting"", ""publisher"": ""크래프톤"", ""company_id"": ""co_krafton"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","크래프톤 · job_posting · 우대사항
AWS 등 클라우드에서 서비스를 운영해 보신 분
장애 대응 프로세스를 정리해 보신 분
게임 도메인에 관심이 있으신 분
코드리뷰 문화를 이끌어 보신 분",38,ds_demo_v1
chunk_demo_backend_06_1,snap_demo_backend_06,주요업무,0,"기업 고객용 클라우드 서비스의 백엔드 기능을 개발합니다.
요구사항과 설계 산출물을 문서로 정리합니다.
운영 이관을 위해 배포 절차를 표준화합니다.","{""source_id"": ""src_demo_backend_06"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","삼성에스디에스 · job_posting · 주요업무
기업 고객용 클라우드 서비스의 백엔드 기능을 개발합니다.
요구사항과 설계 산출물을 문서로 정리합니다.
운영 이관을 위해 배포 절차를 표준화합니다.",37,ds_demo_v1
chunk_demo_backend_06_2,snap_demo_backend_06,자격요건,1,"Java와 Spring 프레임워크 이해가 있으신 분
관계형 데이터베이스와 SQL 기본기를 갖추신 분
REST API 개발 경험이 있으신 분
산출물 문서 작성에 거부감이 없으신 분","{""source_id"": ""src_demo_backend_06"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","삼성에스디에스 · job_posting · 자격요건
Java와 Spring 프레임워크 이해가 있으신 분
관계형 데이터베이스와 SQL 기본기를 갖추신 분
REST API 개발 경험이 있으신 분
산출물 문서 작성에 거부감이 없으신 분",45,ds_demo_v1
chunk_demo_backend_06_3,snap_demo_backend_06,우대사항,2,"Docker 기반 배포 경험이 있으신 분
클라우드 인프라에 관심이 있으신 분
코드리뷰 경험이 있으신 분
단위 테스트를 작성해 보신 분","{""source_id"": ""src_demo_backend_06"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","삼성에스디에스 · job_posting · 우대사항
Docker 기반 배포 경험이 있으신 분
클라우드 인프라에 관심이 있으신 분
코드리뷰 경험이 있으신 분
단위 테스트를 작성해 보신 분",34,ds_demo_v1
chunk_demo_backend_07_1,snap_demo_backend_07,주요업무,0,"결제와 정산 서비스의 서버 기능을 개발합니다.
거래 데이터를 안전하게 저장하고 조회하는 기능을 만듭니다.
서비스 지표를 확인하고 이상 징후에 대응합니다.","{""source_id"": ""src_demo_backend_07"", ""source_type"": ""job_posting"", ""publisher"": ""카카오페이"", ""company_id"": ""co_kakaopay"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","카카오페이 · job_posting · 주요업무
결제와 정산 서비스의 서버 기능을 개발합니다.
거래 데이터를 안전하게 저장하고 조회하는 기능을 만듭니다.
서비스 지표를 확인하고 이상 징후에 대응합니다.",39,ds_demo_v1
chunk_demo_backend_07_2,snap_demo_backend_07,자격요건,1,"Java·Spring 기반 개발 경험이 있으신 분
트랜잭션 개념을 이해하고 계신 분
REST API 개발 경험이 있으신 분
관계형 데이터베이스 사용 경험이 있으신 분","{""source_id"": ""src_demo_backend_07"", ""source_type"": ""job_posting"", ""publisher"": ""카카오페이"", ""company_id"": ""co_kakaopay"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","카카오페이 · job_posting · 자격요건
Java·Spring 기반 개발 경험이 있으신 분
트랜잭션 개념을 이해하고 계신 분
REST API 개발 경험이 있으신 분
관계형 데이터베이스 사용 경험이 있으신 분",42,ds_demo_v1
chunk_demo_backend_07_3,snap_demo_backend_07,우대사항,2,"금융·결제 도메인 경험이 있으신 분
테스트 코드 작성 경험이 있으신 분
Redis 사용 경험이 있으신 분
코드리뷰에 익숙하신 분","{""source_id"": ""src_demo_backend_07"", ""source_type"": ""job_posting"", ""publisher"": ""카카오페이"", ""company_id"": ""co_kakaopay"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","카카오페이 · job_posting · 우대사항
금융·결제 도메인 경험이 있으신 분
테스트 코드 작성 경험이 있으신 분
Redis 사용 경험이 있으신 분
코드리뷰에 익숙하신 분",33,ds_demo_v1
chunk_demo_backend_08_1,snap_demo_backend_08,주요업무,0,"주문·배달 도메인의 서버 시스템을 개발하고 운영합니다.
트래픽 증가에 대응해 시스템 구조를 개선합니다.
이벤트 기반으로 시스템 간 결합도를 낮춥니다.","{""source_id"": ""src_demo_backend_08"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 우아한형제들"", ""company_id"": ""co_woowahan"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","주식회사 우아한형제들 · job_posting · 주요업무
주문·배달 도메인의 서버 시스템을 개발하고 운영합니다.
트래픽 증가에 대응해 시스템 구조를 개선합니다.
이벤트 기반으로 시스템 간 결합도를 낮춥니다.",38,ds_demo_v1
chunk_demo_backend_08_2,snap_demo_backend_08,자격요건,1,"Java·Spring 기반 서버 개발 경험이 있으신 분
대용량 트래픽 서비스를 개발해 보신 분
관계형 데이터베이스 설계와 튜닝 경험이 있으신 분
REST API 설계 경험이 있으신 분","{""source_id"": ""src_demo_backend_08"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 우아한형제들"", ""company_id"": ""co_woowahan"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","주식회사 우아한형제들 · job_posting · 자격요건
Java·Spring 기반 서버 개발 경험이 있으신 분
대용량 트래픽 서비스를 개발해 보신 분
관계형 데이터베이스 설계와 튜닝 경험이 있으신 분
REST API 설계 경험이 있으신 분",47,ds_demo_v1
chunk_demo_backend_08_3,snap_demo_backend_08,우대사항,2,"Kafka 등 메시지 큐 운영 경험이 있으신 분
Docker·Kubernetes 사용 경험이 있으신 분
모니터링과 장애 대응 경험이 있으신 분
테스트 코드 문화를 만들어 보신 분","{""source_id"": ""src_demo_backend_08"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 우아한형제들"", ""company_id"": ""co_woowahan"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","주식회사 우아한형제들 · job_posting · 우대사항
Kafka 등 메시지 큐 운영 경험이 있으신 분
Docker·Kubernetes 사용 경험이 있으신 분
모니터링과 장애 대응 경험이 있으신 분
테스트 코드 문화를 만들어 보신 분",45,ds_demo_v1
chunk_demo_backend_09_1,snap_demo_backend_09,주요업무,0,"커머스 주문·결제 흐름의 서버 기능을 개발합니다.
상품·주문 데이터 모델을 설계하고 개선합니다.
배포와 운영을 직접 수행합니다.","{""source_id"": ""src_demo_backend_09"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 버킷플레이스"", ""company_id"": ""co_bucketplace"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","주식회사 버킷플레이스 · job_posting · 주요업무
커머스 주문·결제 흐름의 서버 기능을 개발합니다.
상품·주문 데이터 모델을 설계하고 개선합니다.
배포와 운영을 직접 수행합니다.",33,ds_demo_v1
chunk_demo_backend_09_2,snap_demo_backend_09,자격요건,1,"Java·Spring 또는 Python 기반 서버 개발 경험이 있으신 분
REST API 설계·개발 경험이 있으신 분
주문·결제 흐름의 정합성을 고민해 보신 분
클라우드 환경에서 서비스를 운영해 보신 분","{""source_id"": ""src_demo_backend_09"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 버킷플레이스"", ""company_id"": ""co_bucketplace"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","주식회사 버킷플레이스 · job_posting · 자격요건
Java·Spring 또는 Python 기반 서버 개발 경험이 있으신 분
REST API 설계·개발 경험이 있으신 분
주문·결제 흐름의 정합성을 고민해 보신 분
클라우드 환경에서 서비스를 운영해 보신 분",52,ds_demo_v1
chunk_demo_backend_09_3,snap_demo_backend_09,우대사항,2,"결제 연동 경험이 있으신 분
캐시를 활용해 성능을 개선해 보신 분
테스트 자동화 경험이 있으신 분
코드리뷰로 품질을 관리해 보신 분","{""source_id"": ""src_demo_backend_09"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 버킷플레이스"", ""company_id"": ""co_bucketplace"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","주식회사 버킷플레이스 · job_posting · 우대사항
결제 연동 경험이 있으신 분
캐시를 활용해 성능을 개선해 보신 분
테스트 자동화 경험이 있으신 분
코드리뷰로 품질을 관리해 보신 분",34,ds_demo_v1
chunk_demo_backend_10_1,snap_demo_backend_10,주요업무,0,"대규모 사용자가 이용하는 플랫폼 API를 개발하고 운영합니다.
캐시와 비동기 처리를 활용해 응답 지연을 개선합니다.
서비스 지표를 관찰하고 장애 원인을 분석합니다.","{""source_id"": ""src_demo_backend_10"", ""source_type"": ""job_posting"", ""publisher"": ""네이버"", ""company_id"": ""co_naver"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","네이버 · job_posting · 주요업무
대규모 사용자가 이용하는 플랫폼 API를 개발하고 운영합니다.
캐시와 비동기 처리를 활용해 응답 지연을 개선합니다.
서비스 지표를 관찰하고 장애 원인을 분석합니다.",42,ds_demo_v1
chunk_demo_backend_10_2,snap_demo_backend_10,자격요건,1,"Java와 Spring Boot 기반 서버 개발 경험이 있으신 분
관계형 데이터베이스 모델링과 SQL에 익숙하신 분
테스트 코드로 변경의 안정성을 확인해 보신 분","{""source_id"": ""src_demo_backend_10"", ""source_type"": ""job_posting"", ""publisher"": ""네이버"", ""company_id"": ""co_naver"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","네이버 · job_posting · 자격요건
Java와 Spring Boot 기반 서버 개발 경험이 있으신 분
관계형 데이터베이스 모델링과 SQL에 익숙하신 분
테스트 코드로 변경의 안정성을 확인해 보신 분",41,ds_demo_v1
chunk_demo_backend_10_3,snap_demo_backend_10,우대사항,2,"Kafka 기반 이벤트 처리 경험이 있으신 분
Docker 기반 배포 경험이 있으신 분
API 변경 이력을 기술 문서로 남겨 보신 분","{""source_id"": ""src_demo_backend_10"", ""source_type"": ""job_posting"", ""publisher"": ""네이버"", ""company_id"": ""co_naver"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","네이버 · job_posting · 우대사항
Kafka 기반 이벤트 처리 경험이 있으신 분
Docker 기반 배포 경험이 있으신 분
API 변경 이력을 기술 문서로 남겨 보신 분",34,ds_demo_v1
chunk_demo_backend_11_1,snap_demo_backend_11,주요업무,0,"지역 커뮤니티의 도메인 로직과 API를 개발합니다.
사용량 증가에 맞춰 데이터 모델과 조회 성능을 개선합니다.
배포 이후 서비스 지표와 오류를 직접 확인합니다.","{""source_id"": ""src_demo_backend_11"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 당근마켓"", ""company_id"": ""co_daangn"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","주식회사 당근마켓 · job_posting · 주요업무
지역 커뮤니티의 도메인 로직과 API를 개발합니다.
사용량 증가에 맞춰 데이터 모델과 조회 성능을 개선합니다.
배포 이후 서비스 지표와 오류를 직접 확인합니다.",41,ds_demo_v1
chunk_demo_backend_11_2,snap_demo_backend_11,자격요건,1,"Java·Kotlin과 Spring 기반 개발 경험이 있으신 분
REST API를 설계하고 구현해 보신 분
트랜잭션과 동시성의 기본 개념을 이해하시는 분","{""source_id"": ""src_demo_backend_11"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 당근마켓"", ""company_id"": ""co_daangn"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","주식회사 당근마켓 · job_posting · 자격요건
Java·Kotlin과 Spring 기반 개발 경험이 있으신 분
REST API를 설계하고 구현해 보신 분
트랜잭션과 동시성의 기본 개념을 이해하시는 분",39,ds_demo_v1
chunk_demo_backend_11_3,snap_demo_backend_11,우대사항,2,"클라우드 환경에 서비스를 배포해 보신 분
CI/CD 파이프라인을 구성해 보신 분
동료와 코드리뷰로 협업해 보신 분","{""source_id"": ""src_demo_backend_11"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 당근마켓"", ""company_id"": ""co_daangn"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","주식회사 당근마켓 · job_posting · 우대사항
클라우드 환경에 서비스를 배포해 보신 분
CI/CD 파이프라인을 구성해 보신 분
동료와 코드리뷰로 협업해 보신 분",29,ds_demo_v1
chunk_demo_backend_12_1,snap_demo_backend_12,주요업무,0,"고객사가 사용하는 제품 API를 설계하고 개발합니다.
고객별 데이터 구조와 마이그레이션을 관리합니다.
API 명세와 변경 이력을 문서로 남깁니다.","{""source_id"": ""src_demo_backend_12"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 채널코퍼레이션"", ""company_id"": ""co_channelcorp"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","주식회사 채널코퍼레이션 · job_posting · 주요업무
고객사가 사용하는 제품 API를 설계하고 개발합니다.
고객별 데이터 구조와 마이그레이션을 관리합니다.
API 명세와 변경 이력을 문서로 남깁니다.",37,ds_demo_v1
chunk_demo_backend_12_2,snap_demo_backend_12,자격요건,1,"Java·Spring 기반 서버 개발 경험이 있으신 분
회귀를 막는 단위 테스트를 작성해 보신 분
Git 기반 코드리뷰에 익숙하신 분","{""source_id"": ""src_demo_backend_12"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 채널코퍼레이션"", ""company_id"": ""co_channelcorp"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","주식회사 채널코퍼레이션 · job_posting · 자격요건
Java·Spring 기반 서버 개발 경험이 있으신 분
회귀를 막는 단위 테스트를 작성해 보신 분
Git 기반 코드리뷰에 익숙하신 분",34,ds_demo_v1
chunk_demo_backend_12_3,snap_demo_backend_12,우대사항,2,"Redis로 조회 성능을 개선해 보신 분
Docker 기반 개발 환경을 구성해 보신 분
CI/CD로 배포를 자동화해 보신 분","{""source_id"": ""src_demo_backend_12"", ""source_type"": ""job_posting"", ""publisher"": ""주식회사 채널코퍼레이션"", ""company_id"": ""co_channelcorp"", ""job_role_ids"": [""backend""], ""section"": ""우대사항""}","주식회사 채널코퍼레이션 · job_posting · 우대사항
Redis로 조회 성능을 개선해 보신 분
Docker 기반 개발 환경을 구성해 보신 분
CI/CD로 배포를 자동화해 보신 분",32,ds_demo_v1
chunk_demo_backend_13_1,snap_demo_backend_13,주요업무,0,"결제와 정산 서비스의 서버 API를 개발합니다.
거래 데이터의 정합성과 재처리 흐름을 설계합니다.
장애 알림을 확인하고 복구 절차를 개선합니다.","{""source_id"": ""src_demo_backend_13"", ""source_type"": ""job_posting"", ""publisher"": ""카카오페이"", ""company_id"": ""co_kakaopay"", ""job_role_ids"": [""backend""], ""section"": ""주요업무""}","카카오페이 · job_posting · 주요업무
결제와 정산 서비스의 서버 API를 개발합니다.
거래 데이터의 정합성과 재처리 흐름을 설계합니다.
장애 알림을 확인하고 복구 절차를 개선합니다.",37,ds_demo_v1
chunk_demo_backend_13_2,snap_demo_backend_13,자격요건,1,"Java와 Spring 기반 서버 개발 경험이 있으신 분
관계형 데이터베이스 설계와 튜닝 경험이 있으신 분
REST API의 오류와 멱등성을 설계해 보신 분","{""source_id"": ""src_demo_backend_13"", ""source_type"": ""job_posting"", ""publisher"": ""카카오페이"", ""company_id"": ""co_kakaopay"", ""job_role_ids"": [""backend""], ""section"": ""자격요건""}","카카오페이 · job_posting · 자격요건
Java와 Spring 기반 서버 개발 경험이 있으신 분
관계형 데이터베이스 설계와 튜닝 경험이 있으신 분
REST API의 오류와 멱등성을 설계해 보신 분",40,ds_demo_v1
