track_id,analysis_version,scope_level,scope_id,capability_id,phase_label,priority,depth_reference
st_demo_frontend_dp_frontend_02_frontend-engineering,an_demo_frontend,posting,dp_frontend_02,cap_frontend_frontend-engineering,상시 · 주 3~4시간,high,application
st_demo_frontend_dp_frontend_03_experience-quality,an_demo_frontend,posting,dp_frontend_03,cap_frontend_experience-quality,STEP 01~03과 병행,vhigh,tradeoff
st_demo_frontend_dp_frontend_03_state-data-flow,an_demo_frontend,posting,dp_frontend_03,cap_frontend_state-data-flow,STEP 02와 병행,high,application
st_demo_frontend_dp_frontend_03_frontend-engineering,an_demo_frontend,posting,dp_frontend_03,cap_frontend_frontend-engineering,상시 · 주 3~4시간,high,application
st_demo_frontend_dp_frontend_04_experience-quality,an_demo_frontend,posting,dp_frontend_04,cap_frontend_experience-quality,STEP 01~03과 병행,vhigh,tradeoff
st_demo_frontend_dp_frontend_04_state-data-flow,an_demo_frontend,posting,dp_frontend_04,cap_frontend_state-data-flow,STEP 02와 병행,high,application
st_demo_frontend_dp_frontend_04_frontend-engineering,an_demo_frontend,posting,dp_frontend_04,cap_frontend_frontend-engineering,상시 · 주 3~4시간,high,application
st_demo_frontend_dp_frontend_05_experience-quality,an_demo_frontend,posting,dp_frontend_05,cap_frontend_experience-quality,STEP 01~03과 병행,vhigh,tradeoff
st_demo_frontend_dp_frontend_05_state-data-flow,an_demo_frontend,posting,dp_frontend_05,cap_frontend_state-data-flow,STEP 02와 병행,high,application
st_demo_frontend_dp_frontend_05_frontend-engineering,an_demo_frontend,posting,dp_frontend_05,cap_frontend_frontend-engineering,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_overall_model-training,an_demo_ai_engineer,overall,ai_engineer,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_overall_llm-application,an_demo_ai_engineer,overall,ai_engineer,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_overall_serving-ops,an_demo_ai_engineer,overall,ai_engineer,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_bigtech_platform_model-training,an_demo_ai_engineer,cluster,bigtech_platform,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_bigtech_platform_llm-application,an_demo_ai_engineer,cluster,bigtech_platform,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_bigtech_platform_serving-ops,an_demo_ai_engineer,cluster,bigtech_platform,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_startup_model-training,an_demo_ai_engineer,cluster,startup,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_startup_llm-application,an_demo_ai_engineer,cluster,startup,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_startup_serving-ops,an_demo_ai_engineer,cluster,startup,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_b2b_saas_model-training,an_demo_ai_engineer,cluster,b2b_saas,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_b2b_saas_llm-application,an_demo_ai_engineer,cluster,b2b_saas,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_b2b_saas_serving-ops,an_demo_ai_engineer,cluster,b2b_saas,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_fintech_finance_model-training,an_demo_ai_engineer,cluster,fintech_finance,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_fintech_finance_llm-application,an_demo_ai_engineer,cluster,fintech_finance,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_fintech_finance_serving-ops,an_demo_ai_engineer,cluster,fintech_finance,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_si_enterprise_model-training,an_demo_ai_engineer,cluster,si_enterprise,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_si_enterprise_llm-application,an_demo_ai_engineer,cluster,si_enterprise,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_si_enterprise_serving-ops,an_demo_ai_engineer,cluster,si_enterprise,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_game_model-training,an_demo_ai_engineer,cluster,game,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_game_llm-application,an_demo_ai_engineer,cluster,game,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_game_serving-ops,an_demo_ai_engineer,cluster,game,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_dp_ai_engineer_01_model-training,an_demo_ai_engineer,posting,dp_ai_engineer_01,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_dp_ai_engineer_01_llm-application,an_demo_ai_engineer,posting,dp_ai_engineer_01,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_dp_ai_engineer_01_serving-ops,an_demo_ai_engineer,posting,dp_ai_engineer_01,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_dp_ai_engineer_02_model-training,an_demo_ai_engineer,posting,dp_ai_engineer_02,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_dp_ai_engineer_02_llm-application,an_demo_ai_engineer,posting,dp_ai_engineer_02,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_dp_ai_engineer_02_serving-ops,an_demo_ai_engineer,posting,dp_ai_engineer_02,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_dp_ai_engineer_03_model-training,an_demo_ai_engineer,posting,dp_ai_engineer_03,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_dp_ai_engineer_03_llm-application,an_demo_ai_engineer,posting,dp_ai_engineer_03,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_dp_ai_engineer_03_serving-ops,an_demo_ai_engineer,posting,dp_ai_engineer_03,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_dp_ai_engineer_04_model-training,an_demo_ai_engineer,posting,dp_ai_engineer_04,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_dp_ai_engineer_04_llm-application,an_demo_ai_engineer,posting,dp_ai_engineer_04,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_dp_ai_engineer_04_serving-ops,an_demo_ai_engineer,posting,dp_ai_engineer_04,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_ai_engineer_dp_ai_engineer_05_model-training,an_demo_ai_engineer,posting,dp_ai_engineer_05,cap_ai_engineer_model-training,STEP 01~02와 병행,vhigh,tradeoff
st_demo_ai_engineer_dp_ai_engineer_05_llm-application,an_demo_ai_engineer,posting,dp_ai_engineer_05,cap_ai_engineer_llm-application,STEP 02~04와 병행,high,application
st_demo_ai_engineer_dp_ai_engineer_05_serving-ops,an_demo_ai_engineer,posting,dp_ai_engineer_05,cap_ai_engineer_serving-ops,상시 · 주 3~4시간,high,application
st_demo_data_engineer_overall_data-modeling,an_demo_data_engineer,overall,data_engineer,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_overall_pipeline-engineering,an_demo_data_engineer,overall,data_engineer,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_overall_stream-processing,an_demo_data_engineer,overall,data_engineer,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_bigtech_platform_data-modeling,an_demo_data_engineer,cluster,bigtech_platform,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_bigtech_platform_pipeline-engineering,an_demo_data_engineer,cluster,bigtech_platform,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_bigtech_platform_stream-processing,an_demo_data_engineer,cluster,bigtech_platform,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_startup_data-modeling,an_demo_data_engineer,cluster,startup,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_startup_pipeline-engineering,an_demo_data_engineer,cluster,startup,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_startup_stream-processing,an_demo_data_engineer,cluster,startup,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_b2b_saas_data-modeling,an_demo_data_engineer,cluster,b2b_saas,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_b2b_saas_pipeline-engineering,an_demo_data_engineer,cluster,b2b_saas,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_b2b_saas_stream-processing,an_demo_data_engineer,cluster,b2b_saas,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_fintech_finance_data-modeling,an_demo_data_engineer,cluster,fintech_finance,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_fintech_finance_pipeline-engineering,an_demo_data_engineer,cluster,fintech_finance,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_fintech_finance_stream-processing,an_demo_data_engineer,cluster,fintech_finance,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_si_enterprise_data-modeling,an_demo_data_engineer,cluster,si_enterprise,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_si_enterprise_pipeline-engineering,an_demo_data_engineer,cluster,si_enterprise,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_si_enterprise_stream-processing,an_demo_data_engineer,cluster,si_enterprise,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_game_data-modeling,an_demo_data_engineer,cluster,game,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_game_pipeline-engineering,an_demo_data_engineer,cluster,game,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_game_stream-processing,an_demo_data_engineer,cluster,game,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_dp_data_engineer_01_data-modeling,an_demo_data_engineer,posting,dp_data_engineer_01,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_dp_data_engineer_01_pipeline-engineering,an_demo_data_engineer,posting,dp_data_engineer_01,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_dp_data_engineer_01_stream-processing,an_demo_data_engineer,posting,dp_data_engineer_01,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_dp_data_engineer_02_data-modeling,an_demo_data_engineer,posting,dp_data_engineer_02,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_dp_data_engineer_02_pipeline-engineering,an_demo_data_engineer,posting,dp_data_engineer_02,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_dp_data_engineer_02_stream-processing,an_demo_data_engineer,posting,dp_data_engineer_02,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_dp_data_engineer_03_data-modeling,an_demo_data_engineer,posting,dp_data_engineer_03,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_dp_data_engineer_03_pipeline-engineering,an_demo_data_engineer,posting,dp_data_engineer_03,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_dp_data_engineer_03_stream-processing,an_demo_data_engineer,posting,dp_data_engineer_03,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_dp_data_engineer_04_data-modeling,an_demo_data_engineer,posting,dp_data_engineer_04,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_dp_data_engineer_04_pipeline-engineering,an_demo_data_engineer,posting,dp_data_engineer_04,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_dp_data_engineer_04_stream-processing,an_demo_data_engineer,posting,dp_data_engineer_04,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_data_engineer_dp_data_engineer_05_data-modeling,an_demo_data_engineer,posting,dp_data_engineer_05,cap_data_engineer_data-modeling,STEP 01~03과 병행,vhigh,tradeoff
st_demo_data_engineer_dp_data_engineer_05_pipeline-engineering,an_demo_data_engineer,posting,dp_data_engineer_05,cap_data_engineer_pipeline-engineering,STEP 02~03과 병행,high,application
st_demo_data_engineer_dp_data_engineer_05_stream-processing,an_demo_data_engineer,posting,dp_data_engineer_05,cap_data_engineer_stream-processing,상시 · 주 3시간,high,application
st_demo_fullstack_overall_contract-design,an_demo_fullstack,overall,fullstack,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_overall_feature-delivery,an_demo_fullstack,overall,fullstack,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_overall_ship-operate,an_demo_fullstack,overall,fullstack,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_bigtech_platform_contract-design,an_demo_fullstack,cluster,bigtech_platform,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_bigtech_platform_feature-delivery,an_demo_fullstack,cluster,bigtech_platform,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_bigtech_platform_ship-operate,an_demo_fullstack,cluster,bigtech_platform,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_startup_contract-design,an_demo_fullstack,cluster,startup,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_startup_feature-delivery,an_demo_fullstack,cluster,startup,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_startup_ship-operate,an_demo_fullstack,cluster,startup,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_b2b_saas_contract-design,an_demo_fullstack,cluster,b2b_saas,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_b2b_saas_feature-delivery,an_demo_fullstack,cluster,b2b_saas,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_b2b_saas_ship-operate,an_demo_fullstack,cluster,b2b_saas,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_fintech_finance_contract-design,an_demo_fullstack,cluster,fintech_finance,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_fintech_finance_feature-delivery,an_demo_fullstack,cluster,fintech_finance,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_fintech_finance_ship-operate,an_demo_fullstack,cluster,fintech_finance,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_si_enterprise_contract-design,an_demo_fullstack,cluster,si_enterprise,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_si_enterprise_feature-delivery,an_demo_fullstack,cluster,si_enterprise,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_si_enterprise_ship-operate,an_demo_fullstack,cluster,si_enterprise,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_game_contract-design,an_demo_fullstack,cluster,game,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_game_feature-delivery,an_demo_fullstack,cluster,game,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_game_ship-operate,an_demo_fullstack,cluster,game,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_dp_fullstack_01_contract-design,an_demo_fullstack,posting,dp_fullstack_01,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_dp_fullstack_01_feature-delivery,an_demo_fullstack,posting,dp_fullstack_01,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_dp_fullstack_01_ship-operate,an_demo_fullstack,posting,dp_fullstack_01,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_dp_fullstack_02_contract-design,an_demo_fullstack,posting,dp_fullstack_02,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_dp_fullstack_02_feature-delivery,an_demo_fullstack,posting,dp_fullstack_02,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_dp_fullstack_02_ship-operate,an_demo_fullstack,posting,dp_fullstack_02,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_dp_fullstack_03_contract-design,an_demo_fullstack,posting,dp_fullstack_03,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_dp_fullstack_03_feature-delivery,an_demo_fullstack,posting,dp_fullstack_03,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_dp_fullstack_03_ship-operate,an_demo_fullstack,posting,dp_fullstack_03,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_dp_fullstack_04_contract-design,an_demo_fullstack,posting,dp_fullstack_04,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_dp_fullstack_04_feature-delivery,an_demo_fullstack,posting,dp_fullstack_04,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_dp_fullstack_04_ship-operate,an_demo_fullstack,posting,dp_fullstack_04,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_fullstack_dp_fullstack_05_contract-design,an_demo_fullstack,posting,dp_fullstack_05,cap_fullstack_contract-design,STEP 01~02와 병행,vhigh,application
st_demo_fullstack_dp_fullstack_05_feature-delivery,an_demo_fullstack,posting,dp_fullstack_05,cap_fullstack_feature-delivery,STEP 01~03과 병행,high,foundation
st_demo_fullstack_dp_fullstack_05_ship-operate,an_demo_fullstack,posting,dp_fullstack_05,cap_fullstack_ship-operate,상시 · 주 3시간,mid,foundation
st_demo_devops_overall_container-orchestration,an_demo_devops,overall,devops,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
