fact_id,analysis_version,metric_family,metric_policy_version,scope_level,scope_id,entry_segment,period_id,dimension_id,secondary_dimension_id,measure,numerator,denominator,value,sample_size,sample_status,uncertainty
fact_demo_backend_000014,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_caching-performance,\N,application,3,7,0.428571,7,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.15822, ""upper"": 0.749542}"
fact_demo_backend_000015,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_caching-performance,\N,tradeoff,3,7,0.428571,7,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.15822, ""upper"": 0.749542}"
fact_demo_backend_000016,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_message-queue,\N,ratio,4,9,0.444444,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.188779, ""upper"": 0.733349}"
fact_demo_backend_000017,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_message-queue,\N,ratio,1,4,0.25,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.045587, ""upper"": 0.699358}"
fact_demo_backend_000018,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_message-queue,\N,foundation,1,4,0.25,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.045587, ""upper"": 0.699358}"
fact_demo_backend_000019,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_message-queue,\N,application,3,4,0.75,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.300642, ""upper"": 0.954413}"
fact_demo_backend_000020,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_message-queue,\N,tradeoff,0,4,0.0,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.489891}"
fact_demo_backend_000021,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_rest-api-design,\N,ratio,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000022,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_rest-api-design,\N,ratio,8,9,0.888889,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.565, ""upper"": 0.980109}"
fact_demo_backend_000023,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_rest-api-design,\N,foundation,1,9,0.111111,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.019891, ""upper"": 0.435}"
fact_demo_backend_000024,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_rest-api-design,\N,application,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000025,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_rest-api-design,\N,tradeoff,3,9,0.333333,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.120584, ""upper"": 0.645798}"
fact_demo_backend_000026,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_transaction-integrity,\N,ratio,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000027,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_transaction-integrity,\N,ratio,5,5,1.0,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.565518, ""upper"": 1.0}"
fact_demo_backend_000028,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_transaction-integrity,\N,foundation,1,5,0.2,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.036224, ""upper"": 0.624465}"
fact_demo_backend_000029,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_transaction-integrity,\N,application,2,5,0.4,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.117621, ""upper"": 0.769276}"
fact_demo_backend_000030,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_transaction-integrity,\N,tradeoff,2,5,0.4,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.117621, ""upper"": 0.769276}"
fact_demo_backend_000031,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_test-automation,\N,ratio,8,9,0.888889,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.565, ""upper"": 0.980109}"
fact_demo_backend_000032,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_test-automation,\N,ratio,2,8,0.25,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.071479, ""upper"": 0.590725}"
fact_demo_backend_000033,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_test-automation,\N,foundation,2,8,0.25,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.071479, ""upper"": 0.590725}"
fact_demo_backend_000034,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_test-automation,\N,application,6,8,0.75,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.409275, ""upper"": 0.928521}"
fact_demo_backend_000035,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_test-automation,\N,tradeoff,0,8,0.0,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.324408}"
fact_demo_backend_000036,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_monitoring-incident,\N,ratio,7,9,0.777778,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.452589, ""upper"": 0.936775}"
fact_demo_backend_000037,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_monitoring-incident,\N,ratio,0,7,0.0,7,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.35433}"
fact_demo_backend_000038,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_monitoring-incident,\N,foundation,1,7,0.142857,7,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.02568, ""upper"": 0.513128}"
fact_demo_backend_000039,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_monitoring-incident,\N,application,4,7,0.571429,7,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.250458, ""upper"": 0.84178}"
fact_demo_backend_000040,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_monitoring-incident,\N,tradeoff,2,7,0.285714,7,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.082219, ""upper"": 0.641066}"
fact_demo_backend_000041,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_container-deploy,\N,ratio,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000042,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_container-deploy,\N,ratio,0,5,0.0,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.434482}"
fact_demo_backend_000043,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_container-deploy,\N,foundation,2,5,0.4,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.117621, ""upper"": 0.769276}"
fact_demo_backend_000044,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_container-deploy,\N,application,3,5,0.6,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.230724, ""upper"": 0.882379}"
fact_demo_backend_000045,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_container-deploy,\N,tradeoff,0,5,0.0,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.434482}"
fact_demo_backend_000046,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_cloud-infra,\N,ratio,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000047,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_cloud-infra,\N,ratio,2,5,0.4,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.117621, ""upper"": 0.769276}"
fact_demo_backend_000048,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_cloud-infra,\N,foundation,2,5,0.4,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.117621, ""upper"": 0.769276}"
fact_demo_backend_000049,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_cloud-infra,\N,application,2,5,0.4,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.117621, ""upper"": 0.769276}"
fact_demo_backend_000050,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_cloud-infra,\N,tradeoff,1,5,0.2,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.036224, ""upper"": 0.624465}"
fact_demo_backend_000051,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_cicd-automation,\N,ratio,4,9,0.444444,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.188779, ""upper"": 0.733349}"
fact_demo_backend_000052,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_cicd-automation,\N,ratio,0,4,0.0,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.489891}"
fact_demo_backend_000053,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_cicd-automation,\N,foundation,1,4,0.25,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.045587, ""upper"": 0.699358}"
fact_demo_backend_000054,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_cicd-automation,\N,application,2,4,0.5,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.150039, ""upper"": 0.849961}"
fact_demo_backend_000055,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_cicd-automation,\N,tradeoff,1,4,0.25,4,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.045587, ""upper"": 0.699358}"
fact_demo_backend_000056,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_payment-settlement,\N,ratio,3,9,0.333333,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.120584, ""upper"": 0.645798}"
fact_demo_backend_000057,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_payment-settlement,\N,ratio,0,3,0.0,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.561497}"
fact_demo_backend_000058,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_payment-settlement,\N,foundation,1,3,0.333333,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.061492, ""upper"": 0.79234}"
fact_demo_backend_000059,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_payment-settlement,\N,application,1,3,0.333333,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.061492, ""upper"": 0.79234}"
fact_demo_backend_000060,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_payment-settlement,\N,tradeoff,1,3,0.333333,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.061492, ""upper"": 0.79234}"
fact_demo_backend_000061,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_service-domain-modeling,\N,ratio,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000062,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_service-domain-modeling,\N,ratio,0,5,0.0,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.434482}"
fact_demo_backend_000063,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_service-domain-modeling,\N,foundation,1,5,0.2,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.036224, ""upper"": 0.624465}"
fact_demo_backend_000064,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_service-domain-modeling,\N,application,4,5,0.8,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.375535, ""upper"": 0.963776}"
fact_demo_backend_000065,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_service-domain-modeling,\N,tradeoff,0,5,0.0,5,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.434482}"
fact_demo_backend_000066,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_code-review-collab,\N,ratio,8,9,0.888889,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.565, ""upper"": 0.980109}"
fact_demo_backend_000067,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_code-review-collab,\N,ratio,2,8,0.25,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.071479, ""upper"": 0.590725}"
fact_demo_backend_000068,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_code-review-collab,\N,foundation,5,8,0.625,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.305742, ""upper"": 0.863156}"
fact_demo_backend_000069,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_code-review-collab,\N,application,3,8,0.375,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.136844, ""upper"": 0.694258}"
fact_demo_backend_000070,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_code-review-collab,\N,tradeoff,0,8,0.0,8,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.324408}"
fact_demo_backend_000071,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2026,dim_backend_tech-documentation,\N,ratio,3,9,0.333333,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.120584, ""upper"": 0.645798}"
fact_demo_backend_000072,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2026,dim_backend_tech-documentation,\N,ratio,1,3,0.333333,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.061492, ""upper"": 0.79234}"
fact_demo_backend_000073,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_tech-documentation,\N,foundation,1,3,0.333333,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.061492, ""upper"": 0.79234}"
fact_demo_backend_000074,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_tech-documentation,\N,application,2,3,0.666667,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.20766, ""upper"": 0.938508}"
fact_demo_backend_000075,an_demo_backend,depth_distribution,mp_v1_depth,overall,backend,all,y2026,dim_backend_tech-documentation,\N,tradeoff,0,3,0.0,3,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.561497}"
fact_demo_backend_000076,an_demo_backend,scope_expansion,mp_v1_scope_exp,overall,backend,all,y2026,\N,\N,ratio,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000077,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_caching-performance,dim_backend_message-queue,count,4,\N,4.0,9,analysis_ready,\N
fact_demo_backend_000078,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_caching-performance,dim_backend_message-queue,jaccard,4,7,0.571429,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.250458, ""upper"": 0.84178}"
fact_demo_backend_000079,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_caching-performance,dim_backend_message-queue,conditional_a_given_b,4,4,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.510109, ""upper"": 1.0}"
fact_demo_backend_000080,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_caching-performance,dim_backend_message-queue,conditional_b_given_a,4,7,0.571429,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.250458, ""upper"": 0.84178}"
fact_demo_backend_000081,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_caching-performance,dim_backend_message-queue,association_lift,4,9,1.285714,9,analysis_ready,\N
fact_demo_backend_000082,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_cloud-infra,dim_backend_container-deploy,count,3,\N,3.0,9,analysis_ready,\N
fact_demo_backend_000083,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_cloud-infra,dim_backend_container-deploy,jaccard,3,7,0.428571,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.15822, ""upper"": 0.749542}"
fact_demo_backend_000084,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_cloud-infra,dim_backend_container-deploy,conditional_a_given_b,3,5,0.6,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.230724, ""upper"": 0.882379}"
fact_demo_backend_000085,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_cloud-infra,dim_backend_container-deploy,conditional_b_given_a,3,5,0.6,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.230724, ""upper"": 0.882379}"
fact_demo_backend_000086,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_cloud-infra,dim_backend_container-deploy,association_lift,3,9,1.08,9,analysis_ready,\N
fact_demo_backend_000087,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_code-review-collab,dim_backend_test-automation,count,7,\N,7.0,9,analysis_ready,\N
fact_demo_backend_000088,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_code-review-collab,dim_backend_test-automation,jaccard,7,9,0.777778,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.452589, ""upper"": 0.936775}"
fact_demo_backend_000089,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_code-review-collab,dim_backend_test-automation,conditional_a_given_b,7,8,0.875,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.529112, ""upper"": 0.977583}"
fact_demo_backend_000090,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_code-review-collab,dim_backend_test-automation,conditional_b_given_a,7,8,0.875,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.529112, ""upper"": 0.977583}"
fact_demo_backend_000091,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_code-review-collab,dim_backend_test-automation,association_lift,7,9,0.984375,9,analysis_ready,\N
fact_demo_backend_000092,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rdb-modeling,count,9,\N,9.0,9,analysis_ready,\N
fact_demo_backend_000093,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rdb-modeling,jaccard,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000094,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rdb-modeling,conditional_a_given_b,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000095,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rdb-modeling,conditional_b_given_a,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000096,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rdb-modeling,association_lift,9,9,1.0,9,analysis_ready,\N
fact_demo_backend_000097,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rest-api-design,count,9,\N,9.0,9,analysis_ready,\N
fact_demo_backend_000098,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rest-api-design,jaccard,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000099,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rest-api-design,conditional_a_given_b,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000100,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rest-api-design,conditional_b_given_a,9,9,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.700855, ""upper"": 1.0}"
fact_demo_backend_000101,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_java-spring,dim_backend_rest-api-design,association_lift,9,9,1.0,9,analysis_ready,\N
fact_demo_backend_000102,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_rdb-modeling,dim_backend_transaction-integrity,count,5,\N,5.0,9,analysis_ready,\N
fact_demo_backend_000103,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_rdb-modeling,dim_backend_transaction-integrity,jaccard,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000104,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_rdb-modeling,dim_backend_transaction-integrity,conditional_a_given_b,5,5,1.0,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.565518, ""upper"": 1.0}"
fact_demo_backend_000105,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_rdb-modeling,dim_backend_transaction-integrity,conditional_b_given_a,5,9,0.555556,9,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.266651, ""upper"": 0.811221}"
fact_demo_backend_000106,an_demo_backend,cooccurrence,mp_v1_cooccurrence,overall,backend,all,y2026,dim_backend_rdb-modeling,dim_backend_transaction-integrity,association_lift,5,9,1.0,9,analysis_ready,\N
fact_demo_backend_000107,an_demo_backend,posting_prevalence,mp_v1_prevalence,overall,backend,all,y2024_2025,dim_backend_java-spring,\N,ratio,6,6,1.0,6,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.609666, ""upper"": 1.0}"
fact_demo_backend_000108,an_demo_backend,requiredness_ratio,mp_v1_requiredness,overall,backend,all,y2024_2025,dim_backend_java-spring,\N,ratio,6,6,1.0,6,analysis_ready,"{""method"": ""wilson_95"", ""lower"": 0.609666, ""upper"": 1.0}"
