claim_id,analysis_version,output_id,claim_type,requirement_kind,scope_level,scope_id,claim_text,structured_slots,confidence,confidence_components,verification_status
claim_demo_backend_000011,an_demo_backend,out_demo_backend_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 배포 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_container-deploy"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""컨테이너 배포 경험"", ""deviation"": ""오케스트레이션 환경 운영까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000012,an_demo_backend,out_demo_backend_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 운영 책임 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_cloud-infra"", ""cluster_id"": ""startup"", ""baseline"": ""배포해 본 경험"", ""deviation"": ""배포부터 운영까지 오너십""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000013,an_demo_backend,out_demo_backend_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 동시성 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_transaction-integrity"", ""cluster_id"": ""startup"", ""baseline"": ""트랜잭션 개념 이해"", ""deviation"": ""동시 요청 상황의 처리 설계까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000014,an_demo_backend,out_demo_backend_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 관측 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_monitoring-incident"", ""cluster_id"": ""startup"", ""baseline"": ""지표를 보는 감각"", ""deviation"": ""볼 지표를 직접 고르는 설계까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000015,an_demo_backend,out_demo_backend_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 API 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_rest-api-design"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""자원 설계와 예외 응답"", ""deviation"": ""하위 호환을 고려한 변경까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000016,an_demo_backend,out_demo_backend_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 테스트 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_test-automation"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""단위 테스트 작성"", ""deviation"": ""회귀를 막는 테스트 전략까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000017,an_demo_backend,out_demo_backend_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 문서화 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_tech-documentation"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""공통 항목에 없음"", ""deviation"": ""신규 · API 명세와 변경 가이드 작성""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000018,an_demo_backend,out_demo_backend_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 트랜잭션 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_transaction-integrity"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""트랜잭션 개념 이해"", ""deviation"": ""동시성·재처리·정합성 보장까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000019,an_demo_backend,out_demo_backend_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 장애 대응 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_monitoring-incident"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""지표를 보는 감각"", ""deviation"": ""실패한 배치의 복구 설계까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000020,an_demo_backend,out_demo_backend_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 도메인 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_payment-settlement"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""공통 항목에 없음"", ""deviation"": ""신규 · 결제·정산 용어와 흐름 이해""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000021,an_demo_backend,out_demo_backend_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 문서화 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_tech-documentation"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""공통 항목에 없음"", ""deviation"": ""신규 · 요구사항·설계 산출물 문서""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000022,an_demo_backend,out_demo_backend_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 표준화 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_cicd-automation"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""배포 파이프라인 구성"", ""deviation"": ""운영 이관을 위한 절차 표준화까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000023,an_demo_backend,out_demo_backend_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 데이터 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_rdb-modeling"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""RDB 설계·쿼리 기본기"", ""deviation"": ""SQL 기본기의 정확성 검증까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000024,an_demo_backend,out_demo_backend_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 동시 접속 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_caching-performance"", ""cluster_id"": ""game"", ""baseline"": ""성능을 고려한 설계"", ""deviation"": ""급증 부하의 처리 구조 설계까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000025,an_demo_backend,out_demo_backend_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 비동기 처리 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_message-queue"", ""cluster_id"": ""game"", ""baseline"": ""공통 항목에 없음"", ""deviation"": ""신규 · 메시지 큐 구현 경험 (자격요건)""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000026,an_demo_backend,out_demo_backend_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 정합성 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_backend_transaction-integrity"", ""cluster_id"": ""game"", ""baseline"": ""트랜잭션 개념 이해"", ""deviation"": ""재화·아이템 정합성 설계까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_backend_000027,an_demo_backend,out_demo_backend_strat_overall,strategy,\N,overall,backend,CRUD REST API 프로젝트 은 백엔드 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_backend_crud-api"", ""channels"": [""portfolio""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_backend_000028,an_demo_backend,out_demo_backend_strat_overall,strategy,\N,overall,backend,트랜잭션·동시성 심화 은 백엔드 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_backend_tx-integrity"", ""channels"": [""portfolio"", ""interview""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000001,an_demo_frontend,out_demo_frontend_stat_overall,statistic,\N,overall,frontend,React 컴포넌트 개발 은 최근 1년 프론트엔드 공고의 100% 에 나타난다.,"{""dimension_id"": ""dim_frontend_react-component"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000002,an_demo_frontend,out_demo_frontend_stat_overall,statistic,\N,overall,frontend,TypeScript 타입 설계 은 최근 1년 프론트엔드 공고의 100% 에 나타난다.,"{""dimension_id"": ""dim_frontend_typescript-typing"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000003,an_demo_frontend,out_demo_frontend_stat_overall,statistic,\N,overall,frontend,CSS 설계·디자인 시스템 은 최근 1년 프론트엔드 공고의 94% 에 나타난다.,"{""dimension_id"": ""dim_frontend_css-architecture"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000004,an_demo_frontend,out_demo_frontend_stat_overall,statistic,\N,overall,frontend,상태 관리 설계 은 최근 1년 프론트엔드 공고의 83% 에 나타난다.,"{""dimension_id"": ""dim_frontend_state-management"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000005,an_demo_frontend,out_demo_frontend_stat_overall,statistic,\N,overall,frontend,번들링·빌드 도구 은 최근 1년 프론트엔드 공고의 78% 에 나타난다.,"{""dimension_id"": ""dim_frontend_bundling-build"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000006,an_demo_frontend,out_demo_frontend_intp_overall,posting_explicit,explicit_requirement,overall,frontend,React 컴포넌트로 화면 완성 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_frontend_react-component"", ""baseline_title"": ""React 컴포넌트로 화면 완성""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000007,an_demo_frontend,out_demo_frontend_intp_overall,posting_explicit,explicit_requirement,overall,frontend,TypeScript 타입 설계 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_frontend_typescript-typing"", ""baseline_title"": ""TypeScript 타입 설계""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000008,an_demo_frontend,out_demo_frontend_intp_overall,posting_explicit,explicit_requirement,overall,frontend,상태 관리 흐름 설계 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_frontend_state-management"", ""baseline_title"": ""상태 관리 흐름 설계""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000009,an_demo_frontend,out_demo_frontend_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 성능 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_web-performance"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""성능을 고려한 구현"", ""deviation"": ""지표 측정과 개선 전후 비교까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000010,an_demo_frontend,out_demo_frontend_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 상태 관리 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_state-management"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""상태 관리 도구 사용"", ""deviation"": ""데이터 흐름 설계와 경계 결정까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000011,an_demo_frontend,out_demo_frontend_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 테스트 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_frontend-testing"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""테스트 경험 있음"", ""deviation"": ""공통 컴포넌트의 회귀를 막는 수준까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000012,an_demo_frontend,out_demo_frontend_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 빌드 환경 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_bundling-build"", ""cluster_id"": ""startup"", ""baseline"": ""번들러 설정을 읽을 수 있음"", ""deviation"": ""프로젝트 초기 설정을 직접 구성까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000013,an_demo_frontend,out_demo_frontend_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 스타일 체계 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_css-architecture"", ""cluster_id"": ""startup"", ""baseline"": ""기존 체계 안에서 스타일 작성"", ""deviation"": ""없는 체계를 직접 만들기까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000014,an_demo_frontend,out_demo_frontend_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 상태 관리 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_state-management"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""화면 안의 상태 관리"", ""deviation"": ""실시간 동기화와 충돌 처리까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000015,an_demo_frontend,out_demo_frontend_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 테스트 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_frontend-testing"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""테스트 작성 경험"", ""deviation"": ""회귀 테스트를 운영하는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000016,an_demo_frontend,out_demo_frontend_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 번들 관리 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_bundling-build"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""빌드 도구 사용"", ""deviation"": ""번들 분석과 빌드 시간 개선까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000017,an_demo_frontend,out_demo_frontend_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 상태·예외 설계 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_state-management"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""로딩과 에러 처리"", ""deviation"": ""재시도까지 포함한 상태 설계""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000018,an_demo_frontend,out_demo_frontend_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 테스트 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_frontend-testing"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""테스트 작성 경험"", ""deviation"": ""금액이 걸린 흐름의 자동 검증까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000019,an_demo_frontend,out_demo_frontend_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 접근성 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_web-accessibility"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""시맨틱 마크업 의식"", ""deviation"": ""규제 수준의 접근성 준수까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
