revision_id,field_name,chunk_id,source_tier
wr_demo_data_engineer_pipeline-engineering_1,why_required,chunk_demo_data_engineer_02_2,A
wr_demo_data_engineer_pipeline-engineering_1,depth_criteria,chunk_demo_data_engineer_01_2,A
wr_demo_data_engineer_pipeline-engineering_1,depth_criteria,chunk_demo_data_engineer_02_2,A
wr_demo_data_engineer_pipeline-engineering_1,interview_verification,chunk_demo_data_engineer_01_2,A
wr_demo_data_engineer_pipeline-engineering_1,interview_verification,chunk_demo_data_engineer_02_2,A
wr_demo_data_engineer_stream-processing_1,why_required,chunk_demo_data_engineer_01_3,A
wr_demo_data_engineer_stream-processing_1,why_required,chunk_demo_data_engineer_02_3,A
wr_demo_data_engineer_stream-processing_1,depth_criteria,chunk_demo_data_engineer_01_3,A
wr_demo_data_engineer_stream-processing_1,depth_criteria,chunk_demo_data_engineer_02_3,A
wr_demo_data_engineer_stream-processing_1,interview_verification,chunk_demo_data_engineer_01_3,A
wr_demo_data_engineer_stream-processing_1,interview_verification,chunk_demo_data_engineer_02_3,A
wr_demo_fullstack_feature-delivery_1,why_required,chunk_demo_fullstack_01_2,A
wr_demo_fullstack_feature-delivery_1,depth_criteria,chunk_demo_fullstack_01_2,A
wr_demo_fullstack_feature-delivery_1,interview_verification,chunk_demo_fullstack_01_2,A
wr_demo_fullstack_contract-design_1,why_required,chunk_demo_fullstack_04_2,A
wr_demo_fullstack_contract-design_1,depth_criteria,chunk_demo_fullstack_04_2,A
wr_demo_fullstack_contract-design_1,interview_verification,chunk_demo_fullstack_04_2,A
wr_demo_fullstack_ship-operate_1,why_required,chunk_demo_fullstack_02_2,A
wr_demo_fullstack_ship-operate_1,depth_criteria,chunk_demo_fullstack_02_2,A
wr_demo_fullstack_ship-operate_1,interview_verification,chunk_demo_fullstack_02_2,A
wr_demo_devops_container-orchestration_1,why_required,chunk_demo_devops_01_1,A
wr_demo_devops_container-orchestration_1,why_required,chunk_demo_devops_01_2,A
wr_demo_devops_container-orchestration_1,depth_criteria,chunk_demo_devops_01_1,A
wr_demo_devops_container-orchestration_1,depth_criteria,chunk_demo_devops_01_2,A
wr_demo_devops_container-orchestration_1,interview_verification,chunk_demo_devops_01_1,A
wr_demo_devops_container-orchestration_1,interview_verification,chunk_demo_devops_01_2,A
wr_demo_devops_delivery-automation_1,why_required,chunk_demo_devops_01_1,A
wr_demo_devops_delivery-automation_1,why_required,chunk_demo_devops_01_2,A
wr_demo_devops_delivery-automation_1,depth_criteria,chunk_demo_devops_01_1,A
wr_demo_devops_delivery-automation_1,depth_criteria,chunk_demo_devops_01_2,A
wr_demo_devops_delivery-automation_1,interview_verification,chunk_demo_devops_01_1,A
wr_demo_devops_delivery-automation_1,interview_verification,chunk_demo_devops_01_2,A
wr_demo_devops_reliability-operations_1,why_required,chunk_demo_devops_01_1,A
wr_demo_devops_reliability-operations_1,why_required,chunk_demo_devops_01_2,A
wr_demo_devops_reliability-operations_1,depth_criteria,chunk_demo_devops_01_1,A
wr_demo_devops_reliability-operations_1,depth_criteria,chunk_demo_devops_01_2,A
wr_demo_devops_reliability-operations_1,interview_verification,chunk_demo_devops_01_1,A
wr_demo_devops_reliability-operations_1,interview_verification,chunk_demo_devops_01_2,A
wr_demo_mobile_app-build_1,why_required,chunk_demo_mobile_01_2,A
wr_demo_mobile_app-build_1,why_required,chunk_demo_mobile_01_3,A
wr_demo_mobile_app-build_1,depth_criteria,chunk_demo_mobile_01_2,A
wr_demo_mobile_app-build_1,depth_criteria,chunk_demo_mobile_01_3,A
wr_demo_mobile_app-build_1,interview_verification,chunk_demo_mobile_01_2,A
wr_demo_mobile_app-build_1,interview_verification,chunk_demo_mobile_01_3,A
wr_demo_mobile_app-structure_1,why_required,chunk_demo_mobile_01_1,A
wr_demo_mobile_app-structure_1,why_required,chunk_demo_mobile_01_2,A
wr_demo_mobile_app-structure_1,depth_criteria,chunk_demo_mobile_01_1,A
wr_demo_mobile_app-structure_1,depth_criteria,chunk_demo_mobile_01_2,A
wr_demo_mobile_app-structure_1,interview_verification,chunk_demo_mobile_01_1,A
wr_demo_mobile_app-structure_1,interview_verification,chunk_demo_mobile_01_2,A
wr_demo_mobile_release-ops_1,why_required,chunk_demo_mobile_01_2,A
wr_demo_mobile_release-ops_1,why_required,chunk_demo_mobile_01_3,A
wr_demo_mobile_release-ops_1,depth_criteria,chunk_demo_mobile_01_2,A
wr_demo_mobile_release-ops_1,depth_criteria,chunk_demo_mobile_01_3,A
wr_demo_mobile_release-ops_1,interview_verification,chunk_demo_mobile_01_2,A
wr_demo_mobile_release-ops_1,interview_verification,chunk_demo_mobile_01_3,A
wr_demo_security_vuln-diagnosis_1,why_required,chunk_demo_security_01_1,A
wr_demo_security_vuln-diagnosis_1,why_required,chunk_demo_security_01_2,A
wr_demo_security_vuln-diagnosis_1,depth_criteria,chunk_demo_security_01_1,A
wr_demo_security_vuln-diagnosis_1,depth_criteria,chunk_demo_security_01_2,A
wr_demo_security_vuln-diagnosis_1,interview_verification,chunk_demo_security_01_1,A
wr_demo_security_vuln-diagnosis_1,interview_verification,chunk_demo_security_01_2,A
wr_demo_security_incident-response_1,why_required,chunk_demo_security_01_2,A
wr_demo_security_incident-response_1,why_required,chunk_demo_security_02_1,A
wr_demo_security_incident-response_1,depth_criteria,chunk_demo_security_01_2,A
wr_demo_security_incident-response_1,depth_criteria,chunk_demo_security_02_1,A
wr_demo_security_incident-response_1,interview_verification,chunk_demo_security_01_2,A
wr_demo_security_incident-response_1,interview_verification,chunk_demo_security_02_1,A
wr_demo_security_compliance-design_1,why_required,chunk_demo_security_01_3,A
wr_demo_security_compliance-design_1,why_required,chunk_demo_security_02_2,A
wr_demo_security_compliance-design_1,depth_criteria,chunk_demo_security_01_3,A
wr_demo_security_compliance-design_1,depth_criteria,chunk_demo_security_02_2,A
wr_demo_security_compliance-design_1,interview_verification,chunk_demo_security_01_3,A
wr_demo_security_compliance-design_1,interview_verification,chunk_demo_security_02_2,A
wr_demo_game_client_gameplay-impl_1,why_required,chunk_demo_game_client_01_1,A
wr_demo_game_client_gameplay-impl_1,why_required,chunk_demo_game_client_01_2,A
wr_demo_game_client_gameplay-impl_1,depth_criteria,chunk_demo_game_client_01_1,A
wr_demo_game_client_gameplay-impl_1,depth_criteria,chunk_demo_game_client_01_2,A
wr_demo_game_client_gameplay-impl_1,interview_verification,chunk_demo_game_client_01_1,A
wr_demo_game_client_gameplay-impl_1,interview_verification,chunk_demo_game_client_01_2,A
wr_demo_game_client_runtime-perf_1,why_required,chunk_demo_game_client_01_1,A
wr_demo_game_client_runtime-perf_1,why_required,chunk_demo_game_client_01_2,A
wr_demo_game_client_runtime-perf_1,depth_criteria,chunk_demo_game_client_01_1,A
wr_demo_game_client_runtime-perf_1,depth_criteria,chunk_demo_game_client_01_2,A
wr_demo_game_client_runtime-perf_1,interview_verification,chunk_demo_game_client_01_1,A
wr_demo_game_client_runtime-perf_1,interview_verification,chunk_demo_game_client_01_2,A
wr_demo_game_client_multiplay-sync_1,why_required,chunk_demo_game_client_01_1,A
wr_demo_game_client_multiplay-sync_1,why_required,chunk_demo_game_client_01_2,A
wr_demo_game_client_multiplay-sync_1,depth_criteria,chunk_demo_game_client_01_1,A
wr_demo_game_client_multiplay-sync_1,depth_criteria,chunk_demo_game_client_01_2,A
wr_demo_game_client_multiplay-sync_1,interview_verification,chunk_demo_game_client_01_1,A
wr_demo_game_client_multiplay-sync_1,interview_verification,chunk_demo_game_client_01_2,A
